buffer_timestamp,data_throughput,pr4g_queue_occupancy,round
2021-04-08 11:47:21,9600,8,1
2021-04-08 11:47:01,4800,0,1
2021-04-08 11:47:02,4800,0,1
2021-04-08 11:47:03,9600,0,1
2021-04-08 11:47:04,9600,0,1
2021-04-08 11:47:05,9600,0,1
2021-04-08 11:47:08,9600,1,1
2021-04-08 11:47:09,9600,2,1
2021-04-08 11:47:10,9600,2,1
2021-04-08 11:47:11,9600,2,1
2021-04-08 11:47:12,9600,2,1
2021-04-08 11:47:14,9600,4,1
2021-04-08 11:47:15,9600,4,1
2021-04-08 11:47:16,9600,4,1
2021-04-08 11:47:17,9600,6,1
2021-04-08 11:47:18,9600,6,1
2021-04-08 11:47:20,9600,8,1
2021-04-08 11:53:05,2400,18,1
2021-04-08 11:53:06,2400,18,1
2021-04-08 11:53:07,2400,18,1
2021-04-08 11:53:10,2400,16,1
2021-04-08 11:53:11,2400,16,1
2021-04-08 11:53:12,2400,16,1
2021-04-08 11:53:14,2400,16,1
2021-04-08 11:53:15,2400,17,1
2021-04-08 11:53:16,2400,17,1
2021-04-08 11:53:17,2400,17,1
2021-04-08 11:53:20,2400,18,1
2021-04-08 11:53:21,2400,18,1
2021-04-08 11:53:22,2400,15,1
2021-04-08 11:53:23,2400,15,1
2021-04-08 11:53:24,2400,17,1
2021-04-08 11:53:26,1200,17,1
2021-04-08 11:53:27,1200,17,1
2021-04-08 11:53:28,1200,17,1
2021-04-08 11:53:29,1200,17,1
2021-04-08 11:53:31,1200,16,1
2021-04-08 11:53:34,1200,17,1
2021-04-08 11:53:35,1200,17,1
2021-04-08 11:53:36,1200,17,1
2021-04-08 11:53:37,1200,17,1
2021-04-08 11:53:38,1200,18,1
2021-04-08 11:53:41,1200,18,1
2021-04-08 11:53:42,1200,18,1
2021-04-08 11:53:43,1200,18,1
2021-04-08 11:53:45,1200,18,1
2021-04-08 11:53:46,1200,18,1
2021-04-08 11:53:48,1200,18,1
2021-04-08 11:53:49,1200,18,1
2021-04-08 11:53:51,1200,18,1
2021-04-08 11:53:52,1200,18,1
2021-04-08 11:53:53,1200,18,1
2021-04-08 11:53:54,1200,19,1
2021-04-08 11:53:56,1200,19,1
2021-04-08 11:53:57,1200,19,1
2021-04-08 11:53:59,1200,19,1
2021-04-08 11:54:00,1200,19,1
2021-04-08 11:54:01,1200,19,1
2021-04-08 11:54:03,1200,18,1
2021-04-08 11:54:05,1200,19,1
2021-04-08 11:54:06,1200,19,1
2021-04-08 11:54:07,1200,19,1
2021-04-08 11:54:08,1200,19,1
2021-04-08 11:54:09,1200,19,1
2021-04-08 11:54:12,1200,18,1
2021-04-08 11:54:13,1200,19,1
2021-04-08 11:54:14,1200,19,1
2021-04-08 11:54:16,1200,19,1
2021-04-08 11:54:17,1200,19,1
2021-04-08 11:54:18,1200,19,1
2021-04-08 11:54:19,1200,19,1
2021-04-08 11:54:20,1200,19,1
2021-04-08 11:54:23,1200,20,1
2021-04-08 11:54:24,1200,20,1
2021-04-08 11:54:26,1200,21,1
2021-04-08 11:54:27,1200,21,1
2021-04-08 11:54:30,1200,19,1
2021-04-08 11:54:31,1200,19,1
2021-04-08 11:54:32,1200,20,1
2021-04-08 11:54:34,1200,20,1
2021-04-08 11:54:35,1200,20,1
2021-04-08 11:54:36,1200,20,1
2021-04-08 11:54:38,1200,20,1
2021-04-08 11:54:40,1200,20,1
2021-04-08 11:54:42,1200,20,1
2021-04-08 11:54:43,1200,20,1
2021-04-08 11:54:44,1200,20,1
2021-04-08 11:54:45,1200,20,1
2021-04-08 11:54:47,1200,21,1
2021-04-08 11:54:48,1200,21,1
2021-04-08 11:54:50,1200,21,1
2021-04-08 11:54:52,1200,19,1
2021-04-08 11:54:53,1200,19,1
2021-04-08 11:54:56,1200,20,1
2021-04-08 11:54:58,1200,20,1
2021-04-08 11:55:00,1200,20,1
2021-04-08 11:55:02,1200,20,1
2021-04-08 11:55:03,1200,20,1
2021-04-08 11:55:04,1200,19,1
2021-04-08 11:55:05,1200,19,1
2021-04-08 11:55:08,1200,19,1
2021-04-08 11:55:09,1200,19,1
2021-04-08 11:55:11,1200,19,1
2021-04-08 11:55:14,1200,19,1
2021-04-08 11:55:15,1200,19,1
2021-04-08 11:55:16,1200,19,1
2021-04-08 11:55:17,1200,19,1
2021-04-08 11:55:18,1200,18,1
2021-04-08 11:55:21,1200,18,1
2021-04-08 11:55:22,1200,18,1
2021-04-08 11:55:23,1200,18,1
2021-04-08 11:55:24,1200,18,1
2021-04-08 11:55:25,1200,18,1
2021-04-08 11:55:28,1200,17,1
2021-04-08 11:55:30,1200,17,1
2021-04-08 11:55:32,1200,17,1
2021-04-08 11:55:34,1200,18,1
2021-04-08 11:55:35,1200,18,1
2021-04-08 11:55:36,1200,18,1
2021-04-08 11:55:37,1200,18,1
2021-04-08 11:55:40,1200,18,1
2021-04-08 11:55:41,1200,18,1
2021-04-08 11:55:42,1200,18,1
2021-04-08 11:55:43,1200,18,1
2021-04-08 11:58:31,600,21,1
2021-04-08 11:58:33,600,21,1
2021-04-08 11:58:35,600,21,1
2021-04-08 11:58:37,600,21,1
2021-04-08 11:58:38,600,21,1
2021-04-08 11:58:40,600,22,1
2021-04-08 11:58:42,600,21,1
2021-04-08 11:58:44,600,21,1
2021-04-08 11:58:45,600,21,1
2021-04-08 11:58:47,600,21,1
2021-04-08 11:58:48,600,21,1
2021-04-08 11:58:49,600,21,1
2021-04-08 11:58:50,600,21,1
2021-04-08 11:58:52,600,21,1
2021-04-08 11:58:53,600,21,1
2021-04-08 11:58:54,600,21,1
2021-04-08 11:58:55,600,21,1
2021-04-08 11:58:56,600,21,1
2021-04-08 11:58:57,600,21,1
2021-04-08 11:58:59,600,21,1
2021-04-08 11:59:00,600,21,1
2021-04-08 11:59:02,600,21,1
2021-04-08 11:59:04,600,21,1
2021-04-08 11:59:05,600,21,1
2021-04-08 11:59:07,600,20,1
2021-04-08 11:59:08,600,20,1
2021-04-08 11:59:10,600,20,1
2021-04-08 11:59:12,600,20,1
2021-04-08 11:59:13,600,20,1
2021-04-08 11:59:15,600,20,1
2021-04-08 11:59:16,600,20,1
2021-04-08 11:59:18,600,21,1
2021-04-08 11:59:19,600,21,1
2021-04-08 11:59:20,600,21,1
2021-04-08 11:59:21,600,21,1
