buffer_timestamp,data_throughput,pr4g_queue_occupancy,round
2021-04-01 14:24:08,4800,20,1
2021-04-01 14:23:11,600,0,1
2021-04-01 14:23:12,600,0,1
2021-04-01 14:23:14,1200,0,1
2021-04-01 14:23:15,1200,0,1
2021-04-01 14:23:17,1200,0,1
2021-04-01 14:23:18,1200,0,1
2021-04-01 14:23:20,2400,3,1
2021-04-01 14:23:21,2400,5,1
2021-04-01 14:23:22,2400,5,1
2021-04-01 14:23:23,2400,5,1
2021-04-01 14:23:24,2400,5,1
2021-04-01 14:23:26,2400,7,1
2021-04-01 14:23:27,2400,9,1
2021-04-01 14:23:28,2400,9,1
2021-04-01 14:23:29,4800,10,1
2021-04-01 14:23:30,4800,10,1
2021-04-01 14:23:31,4800,10,1
2021-04-01 14:23:32,4800,10,1
2021-04-01 14:23:34,4800,11,1
2021-04-01 14:23:35,4800,12,1
2021-04-01 14:23:36,4800,12,1
2021-04-01 14:23:38,4800,13,1
2021-04-01 14:23:39,4800,14,1
2021-04-01 14:23:41,4800,13,1
2021-04-01 14:23:42,4800,13,1
2021-04-01 14:23:44,4800,13,1
2021-04-01 14:23:46,4800,14,1
2021-04-01 14:23:48,4800,15,1
2021-04-01 14:23:49,4800,14,1
2021-04-01 14:23:51,4800,15,1
2021-04-01 14:23:53,4800,15,1
2021-04-01 14:23:54,4800,17,1
2021-04-01 14:23:55,4800,18,1
2021-04-01 14:23:56,4800,18,1
2021-04-01 14:23:58,4800,16,1
2021-04-01 14:23:59,4800,16,1
2021-04-01 14:24:00,4800,17,1
2021-04-01 14:24:01,4800,17,1
2021-04-01 14:24:02,4800,19,1
2021-04-01 14:24:04,4800,20,1
2021-04-01 14:24:05,4800,20,1
2021-04-01 14:24:06,4800,19,1
2021-04-01 14:24:07,4800,19,1
2021-04-01 14:29:31,600,0,1
2021-04-01 14:29:32,600,0,1
2021-04-01 14:29:33,600,0,1
2021-04-01 14:29:34,600,0,1
2021-04-01 14:29:35,600,0,1
2021-04-01 14:29:37,600,0,1
2021-04-01 14:29:38,600,0,1
2021-04-01 14:29:39,600,0,1
2021-04-01 14:29:40,600,0,1
2021-04-01 14:29:41,600,0,1
2021-04-01 14:29:42,600,0,1
2021-04-01 14:29:43,600,0,1
2021-04-01 14:29:45,600,0,1
2021-04-01 14:29:46,600,0,1
2021-04-01 14:29:47,600,0,1
2021-04-01 14:29:49,600,0,1
2021-04-01 14:29:50,600,0,1
2021-04-01 14:29:51,600,0,1
2021-04-01 14:29:53,600,0,1
2021-04-01 14:29:55,600,0,1
2021-04-01 14:29:57,600,0,1
2021-04-01 14:29:59,600,0,1
2021-04-01 14:30:01,600,0,1
2021-04-01 14:30:02,600,0,1
2021-04-01 14:30:03,600,0,1
2021-04-01 14:30:05,600,0,1
2021-04-01 14:30:06,600,0,1
2021-04-01 14:30:07,600,0,1
2021-04-01 14:30:09,600,0,1
