time,bitrate,latency,jitter,packet_loss,round
2021-01-22 06:13:21.829139,348.26666666666665,5.299232006072998,0,0,1
2021-01-22 06:13:26.864935,2786.133333333333,9.460999011993408,4.16176700592041,0,1
2021-01-22 06:13:26.866671,2786.133333333333,8.912861108779907,0.548137903213501,0,1
2021-01-22 06:13:32.434114,2786.133333333333,13.972431898117065,5.059570789337158,0,1
2021-01-22 06:13:32.435705,2786.133333333333,12.885668992996216,1.0867629051208496,0,1
2021-01-22 06:13:37.871215,2786.133333333333,17.23288321495056,4.347214221954346,0,1
2021-01-22 06:13:37.872811,2786.133333333333,16.1461501121521,1.086733102798462,0,1
2021-01-22 06:13:47.546077,2786.133333333333,24.731028079986572,8.584877967834473,0,1
2021-01-22 06:13:47.547442,2786.133333333333,23.64409899711609,1.0869290828704834,0,1
2021-01-22 06:13:57.080285,2786.133333333333,32.08857703208923,8.444478034973145,0,1
2021-01-22 06:13:57.082166,2786.133333333333,31.00212788581848,1.086449146270752,0,1
2021-01-22 06:14:03.752942,2786.133333333333,36.584628105163574,5.582500219345093,0,1
2021-01-22 06:14:03.756085,2786.133333333333,35.499496936798096,1.0851311683654785,0,1
2021-01-22 06:14:08.961184,2786.133333333333,39.616249084472656,4.1167521476745605,0,1
2021-01-22 06:14:08.962479,2786.133333333333,38.52910304069519,1.0871460437774658,0,1
2021-01-22 06:14:18.163793,2786.133333333333,46.6420841217041,8.112981081008911,0,1
2021-01-22 06:14:18.166874,2786.133333333333,45.55691695213318,1.0851671695709229,0,1
2021-01-22 06:14:22.827325,4179.2,49.12893319129944,3.5720162391662598,0,1
2021-01-22 06:14:22.829080,4179.2,48.04237413406372,1.0865590572357178,0,1
2021-01-22 06:14:28.274837,4179.2,52.39979600906372,4.357421875,0,1
2021-01-22 06:14:28.276493,4179.2,51.31310796737671,1.0866880416870117,0,1
2021-01-22 06:14:33.444733,4179.2,54.304688930511475,2.9915809631347656,0,1
2021-01-22 06:14:33.446347,4179.2,52.129693031311035,2.1749958992004395,0,1
2021-01-22 06:14:38.685143,4179.2,55.191762924194336,3.062069892883301,0,1
2021-01-22 06:14:38.686707,4179.2,53.01666307449341,2.1750998497009277,0,1
2021-01-22 06:14:43.535755,4179.2,55.68904399871826,2.6723809242248535,0,1
2021-01-22 06:14:43.537299,4179.2,53.51392102241516,2.1751229763031006,0,1
2021-01-22 06:14:51.127833,4179.2,58.92784285545349,5.41392183303833,0,1
2021-01-22 06:14:51.132724,4179.2,56.75614404678345,2.171698808670044,0,1
2021-01-22 06:14:59.758110,2089.6,63.20478415489197,6.4486401081085205,0,1
2021-01-22 06:14:59.761368,2089.6,61.03132700920105,2.173457145690918,0,1
2021-01-22 06:15:07.301471,2089.6,66.39476704597473,5.363440036773682,0,1
2021-01-22 06:15:07.304550,2089.6,64.22117900848389,2.1735880374908447,0,1
2021-01-22 06:15:13.605810,2089.6,68.34577488899231,4.124595880508423,0,1
2021-01-22 06:15:13.607401,2089.6,66.17080283164978,2.1749720573425293,0,1
2021-01-22 06:15:25.693634,3482.6666666666665,76.0802550315857,9.909452199935913,0,1
2021-01-22 06:15:25.695227,3482.6666666666665,73.90529298782349,2.174962043762207,0,1
2021-01-22 06:15:34.465323,3482.6666666666665,80.49862885475159,6.593335866928101,0,1
2021-01-22 06:15:34.466925,3482.6666666666665,78.32354092597961,2.1750879287719727,0,1
2021-01-22 06:15:41.506295,3482.6666666666665,83.18625593185425,4.862715005874634,0,1
2021-01-22 06:15:41.507778,3482.6666666666665,80.07820892333984,3.1080470085144043,0,1
2021-01-22 06:15:46.162110,3482.6666666666665,82.55587816238403,2.4776692390441895,0,1
2021-01-22 06:15:46.163641,3482.6666666666665,80.38073706626892,2.1751410961151123,0,1
2021-01-22 06:15:51.804563,3482.6666666666665,83.84510898590088,3.464371919631958,0,1
2021-01-22 06:15:51.807815,3482.6666666666665,80.73872017860413,3.106388807296753,0,1
2021-01-22 06:15:58.252329,2437.866666666667,85.00657320022583,4.267853021621704,0,1
2021-01-22 06:15:58.253815,2437.866666666667,81.89862298965454,3.107950210571289,0,1
2021-01-22 06:16:03.662470,2437.866666666667,85.13057398796082,3.2319509983062744,0,1
2021-01-22 06:16:03.665020,2437.866666666667,82.02363801002502,3.106935977935791,0,1
2021-01-22 06:16:10.694091,2437.866666666667,86.87599515914917,4.8523571491241455,0,1
2021-01-22 06:16:10.697279,2437.866666666667,83.76970601081848,3.1062891483306885,0,1
2021-01-22 06:16:16.028080,2437.866666666667,82.72967886924744,1.040027141571045,0,1
2021-01-22 06:16:24.396430,3482.6666666666665,72.4408929347992,10.288785934448242,0,1
2021-01-22 06:16:24.398027,3482.6666666666665,70.26581287384033,2.1750800609588623,0,1
2021-01-22 06:16:32.962477,3482.6666666666665,76.65360593795776,6.387793064117432,0,1
2021-01-22 06:16:32.964074,3482.6666666666665,74.47849178314209,2.175114154815674,0,1
2021-01-22 06:16:38.205075,3482.6666666666665,77.54287195205688,3.064380168914795,0,1
2021-01-22 06:16:38.207946,3482.6666666666665,74.4362051486969,3.1066668033599854,0,1
2021-01-22 06:16:44.889333,3482.6666666666665,78.94099402427673,4.504788875579834,0,1
2021-01-22 06:16:44.891496,3482.6666666666665,75.83356285095215,3.107431173324585,0,1
2021-01-22 06:16:50.318655,3482.6666666666665,76.81855297088623,0.984990119934082,0,1
2021-01-22 06:16:50.323883,3482.6666666666665,63.76378297805786,13.05476999282837,0,1
2021-01-22 06:16:59.297957,2786.133333333333,70.56119394302368,6.79741096496582,0,1
2021-01-22 06:16:59.301483,2786.133333333333,68.3881688117981,2.173025131225586,0,1
2021-01-22 06:17:03.932860,2786.133333333333,70.84276580810547,2.454596996307373,0,1
2021-01-22 06:17:03.934443,2786.133333333333,68.66773200035095,2.1750338077545166,0,1
2021-01-22 06:17:12.777721,2786.133333333333,75.33439683914185,6.6666648387908936,0,1
2021-01-22 06:17:12.780748,2786.133333333333,73.16072082519531,2.173676013946533,0,1
2021-01-22 06:17:18.736013,2786.133333333333,76.93924498558044,3.778524160385132,0,1
2021-01-22 06:17:18.737403,2786.133333333333,74.76405501365662,2.175189971923828,0,1
2021-01-22 06:17:24.263280,2786.133333333333,78.11318683624268,3.3491318225860596,0,1
2021-01-22 06:17:24.264860,2786.133333333333,75.93810486793518,2.175081968307495,0,1
2021-01-22 06:17:32.618004,2786.133333333333,81.18168711662292,5.243582248687744,0,1
2021-01-22 06:17:32.621513,2786.133333333333,76.74305200576782,4.4386351108551025,0,1
2021-01-22 06:17:39.430968,2786.133333333333,74.48307013511658,2.259981870651245,0,1
2021-01-22 06:17:39.434104,2786.133333333333,72.30964398384094,2.1734261512756348,0,1
2021-01-22 06:17:44.987320,2786.133333333333,74.7532229423523,2.4435789585113525,0,1
2021-01-22 06:17:44.988900,2786.133333333333,72.5780999660492,2.1751229763031006,0,1
2021-01-22 06:17:54.143368,3482.6666666666665,78.62312006950378,6.04502010345459,0,1
2021-01-22 06:17:54.144934,3482.6666666666665,76.44803595542908,2.175084114074707,0,1
2021-01-22 06:18:00.312066,3482.6666666666665,79.50558996200562,3.057554006576538,0,1
2021-01-22 06:18:00.315159,3482.6666666666665,75.06655406951904,4.439035892486572,0,1
2021-01-22 06:18:06.955929,3482.6666666666665,79.53061103820801,4.464056968688965,0,1
2021-01-22 06:18:06.959256,3482.6666666666665,77.35727095603943,2.173340082168579,0,1
2021-01-22 06:18:16.870428,3482.6666666666665,85.09181904792786,7.734548091888428,0,1
2021-01-22 06:18:16.872278,3482.6666666666665,81.98408699035645,3.107732057571411,0,1
2021-01-22 06:18:21.891205,3482.6666666666665,82.5608639717102,0.5767769813537598,0,1
2021-01-22 06:18:21.894258,3482.6666666666665,73.49446201324463,9.066401958465576,0,1
2021-01-22 06:18:27.518479,3482.6666666666665,70.04922914505005,3.44523286819458,0,1
2021-01-22 06:18:27.521933,3482.6666666666665,67.87602400779724,2.1732051372528076,0,1
2021-01-22 06:18:32.511204,3482.6666666666665,70.68862700462341,2.812602996826172,0,1
