node,time,x,y
0,0.0,10893.11076181843,4047.577170797299
0,20.0,10823.834847298782,3867.4199945664964
0,40.0,10790.533672616393,3676.5308725875293
0,60.0,10700.12129707507,3503.050807163412
0,80.0,10641.613234541008,3317.4664051453774
0,100.0,10688.210580523617,3121.778451417973
0,120.0,10785.464558417743,2942.5394836170476
0,140.0,10990.108781856816,2873.789961947477
0,160.0,11131.524923033563,2713.59625751327
0,180.0,11175.89805888689,2510.563181673409
0,200.0,11242.582715198974,2302.2240062159567
0,220.0,11277.350168177401,2094.416222534215
0,240.0,11389.241100754616,1947.2925289669706
0,260.0,11497.673744939608,1790.7417752645679
0,280.0,11639.17852158065,1674.8013415362698
0,300.0,11820.90552520944,1661.4153336346626
0,320.0,11993.714267172634,1595.998794108989
0,340.0,12174.088765756882,1581.4739468836265
0,360.0,12357.76204986545,1621.2177976664111
0,380.0,12556.418220115997,1674.2879418604407
0,400.0,12742.018429293794,1714.6696475902104
0,420.0,12940.753374853326,1688.9400221496512
0,440.0,13105.562599879695,1590.1716433319634
0,460.0,13179.073066338018,1408.110497249293
0,480.0,13277.882576607513,1234.2193673307424
0,500.0,13374.645305608241,1060.4920668002978
0,520.0,13508.387152706164,899.055645305146
0,540.0,13638.452994695082,720.4683039240866
0,560.0,13722.531920590112,525.4466715629308
0,580.0,13697.499648091769,314.2518944609397
0,600.0,13734.994771010217,125.57199201848877
0,620.0,13712.167911250448,324.954416920993
0,640.0,13556.474779698694,465.3108042556863
0,660.0,13366.760169125637,565.0377310108349
0,680.0,13272.957831085574,757.2803405293893
0,700.0,13291.19722800735,990.1892791861561
0,720.0,13416.71480128219,1201.4102468164397
0,740.0,13424.249800988713,1457.7347148715912
0,760.0,13407.256225824198,1717.6230706515466
0,780.0,13557.086240903465,1917.7584649743585
0,800.0,13788.75006361326,1867.4316637760357
0,820.0,14006.706810573634,1786.8601882333942
0,840.0,14208.558112118912,1891.6285197098832
0,860.0,14408.24270628036,2029.9347918525523
0,880.0,14562.830091531136,2208.7292797152895
0,900.0,14736.234089267999,2358.4893333617147
0,920.0,14764.535710781325,2601.5720916235614
0,940.0,14815.422149921791,2844.574378742473
0,960.0,14701.457256732581,3074.014822272352
0,980.0,14557.4403849961,3273.4007221251095
0,1000.0,14356.708135605333,3448.341540640673
0,1020.0,14098.072204283319,3504.359068097456
0,1040.0,13836.781454696538,3470.3895769686374
0,1060.0,13592.890557767229,3362.552906391945
0,1080.0,13332.485390929145,3343.7634966577007
0,1100.0,13105.407725693622,3234.165200305885
